	artist_id	Counts
1030	7137	5682
1031	15810	5680
1032	23831	5668
1033	4397	5666
1034	18280	5659
1035	5162	5648
1036	2544	5644
1037	9615	5632
1038	8520	5626
1039	17404	5624
1040	1502	5609
1041	7499	5607
1042	13253	5604
1043	247	5602
1044	2890	5599
1045	15867	5589
1046	8037	5585
1047	4276	5581
1048	11242	5578
1049	15409	5575
1050	2604	5568
1051	32216	5568
1052	28551	5559
1053	4760	5556
1054	1521	5549
1055	8015	5540
1056	29513	5530
1057	2992	5515
1058	20118	5508
1059	7396	5500
1060	4317	5500
1061	13757	5499
1062	60024	5483
1063	13789	5479
1064	17128	5478
1065	9875	5478
1066	14834	5471
1067	2785	5468
1068	6577	5466
1069	2767	5464
1070	3812	5459
1071	2913	5459
1072	12963	5451
1073	4170	5445
1074	2322	5440
1075	188	5431
1076	16097	5425
1077	25094	5408
1078	711	5407
1079	6868	5393
1080	1338	5393
1081	26209	5391
1082	1805	5390
1083	2542	5384
1084	3886	5380
1085	214	5375
1086	17294	5369
1087	4114	5364
1088	10031	5364
1089	3792	5363
1090	7014	5363
1091	6799	5355
1092	8034	5353
1093	10554	5353
1094	7291	5352
1095	1795	5351
1096	363	5339
1097	4093	5337
1098	4636	5334
1099	8450	5329
1100	19239	5328
1101	27155	5328
1102	11611	5324
1103	13194	5324
1104	8879	5316
1105	2566	5314
1106	3630	5314
1107	10705	5311
1108	3380	5303
1109	9910	5299
1110	10716	5297
1111	5616	5296
1112	15075	5288
1113	14825	5287
1114	3763	5285
1115	20281	5275
1116	9487	5270
1117	4720	5266
1118	16898	5256
1119	3076	5250
1120	226	5249
1121	8932	5245
1122	15326	5243
1123	152	5239
1124	7042	5238
1125	1676	5234
1126	14455	5229
1127	15000	5222
1128	4033	5222
1129	7598	5212
1130	15065	5208
1131	9683	5197
1132	3821	5195
1133	21982	5192
1134	17842	5190
1135	19022	5189
1136	2926	5188
1137	7932	5187
1138	2294	5169
1139	8957	5166
1140	20449	5162
1141	5611	5158
1142	10140	5150
1143	3200	5149
1144	4183	5145
1145	5121	5138
1146	18506	5138
1147	17227	5123
1148	372	5123
1149	12296	5123
1150	3783	5121
1151	1674	5120
1152	2520	5118
1153	1335	5109
1154	11664	5107
1155	6282	5106
1156	4191	5102
1157	5194	5101
1158	7243	5099
1159	6932	5091
1160	9550	5089
1161	9720	5074
1162	15653	5074
1163	17095	5073
1164	6891	5069
1165	2505	5061
1166	29122	5060
1167	154	5057
1168	222	5054
1169	1069	5052
1170	9638	5049
1171	367	5047
1172	7047	5047
1173	1756	5038
1174	4941	5038
1175	9483	5030
1176	9903	5016
1177	3126	5008
1178	13344	4991
1179	4467	4985
1180	9430	4970
1181	16203	4966
1182	19645	4963
1183	15168	4961
1184	3146	4951
1185	7397	4941
1186	120	4938
1187	7487	4926
1188	8996	4922
1189	5047	4914
1190	17507	4913
1191	28210	4913
1192	244	4907
1193	15960	4904
1194	20775	4902
1195	7563	4898
1196	1670	4895
1197	2808	4892
1198	19067	4873
1199	5613	4869
1200	16447	4867
1201	15924	4864
1202	7272	4860
1203	15522	4859
1204	978	4859
1205	6819	4853
1206	15538	4852
1207	263	4848
1208	27533	4844
1209	3688	4831
1210	2914	4813
1211	17444	4811
1212	8596	4801
1213	9136	4789
1214	6385	4787
1215	11254	4786
1216	2646	4781
1217	23912	4777
1218	15338	4777
1219	6157	4774
1220	4165	4767
1221	4487	4767
1222	10000	4759
1223	4732	4757
1224	1315	4756
1225	3855	4755
1226	2905	4751
1227	17344	4750
1228	95	4745
1229	23478	4743
1230	4010	4739
1231	20173	4739
1232	483	4738
1233	18763	4736
1234	1812	4734
1235	6780	4732
1236	12207	4726
1237	10	4722
1238	15101	4722
1239	2517	4720
1240	6359	4717
1241	710	4714
1242	18227	4712
1243	1137	4703
1244	18273	4696
1245	3057	4691
1246	7158	4689
1247	9997	4689
1248	4047	4684
1249	7276	4684
1250	10310	4684
1251	3037	4659
1252	6195	4655
1253	9039	4653
1254	38798	4650
1255	15629	4642
1256	37829	4641
1257	13163	4640
1258	20	4638
1259	4106	4628
1260	9770	4627
1261	8035	4626
1262	8794	4626
1263	15654	4622
1264	13852	4620
1265	2781	4618
1266	574	4616
1267	3147	4612
1268	2557	4611
1269	47	4607
1270	4096	4604
1271	10356	4601
1272	2997	4600
1273	18704	4597
1274	2235	4595
1275	24347	4587
1276	30	4580
1277	147	4571
1278	6043	4570
1279	6016	4567
1280	7326	4565
1281	10643	4565
1282	8014	4563
1283	142	4561
1284	27750	4556
1285	7307	4556
1286	38573	4555
1287	285	4554
1288	14213	4549
1289	14823	4548
1290	13286	4548
1291	3416	4547
1292	16775	4547
1293	9789	4537
1294	1513	4537
1295	17527	4537
1296	6104	4535
1297	9159	4531
1298	8008	4528
1299	10287	4526
1300	15914	4518
1301	219	4518
1302	12085	4518
1303	5341	4508
1304	443	4507
1305	1999	4498
1306	21160	4498
1307	6999	4495
1308	1082	4494
1309	627	4490
1310	6426	4488
1311	239	4487
1312	9618	4481
1313	17378	4478
1314	3042	4471
1315	2920	4471
1316	181	4470
1317	15608	4466
1318	17809	4464
1319	10987	4463
1320	589	4462
1321	13745	4450
1322	3938	4441
1323	7906	4437
1324	8136	4433
1325	180	4428
1326	3715	4427
1327	9933	4427
1328	1100	4409
1329	33195	4407
1330	9569	4404
1331	5069	4403
1332	13708	4402
1333	6552	4392
1334	56345	4390
1335	5457	4390
1336	18032	4388
1337	11027	4387
1338	11756	4380
1339	9845	4380
1340	41588	4367
1341	19955	4358
1342	162	4354
1343	2127	4353
1344	18175	4352
1345	9334	4352
1346	7333	4344
1347	6286	4344
1348	17455	4340
1349	2476	4340
1350	631	4337
1351	57389	4337
1352	11020	4334
1353	29069	4332
1354	4311	4330
1355	5282	4321
1356	15649	4317
1357	2591	4315
1358	3075	4315
1359	15917	4314
1360	3513	4312
1361	24866	4306
1362	2792	4306
1363	1439	4304
1364	34616	4301
1365	14562	4298
1366	61	4297
1367	15425	4294
1368	3850	4290
1369	32559	4288
1370	5519	4284
1371	28818	4281
1372	9295	4280
1373	9804	4274
1374	77	4270
1375	324	4265
1376	8122	4258
1377	15822	4258
1378	1891	4255
1379	9043	4252
1380	3156	4247
1381	12135	4247
1382	10158	4246
1383	3935	4245
1384	6198	4243
1385	2637	4241
1386	22648	4241
1387	7160	4240
1388	57318	4237
1389	20400	4233
1390	57442	4233
1391	5903	4227
1392	9706	4215
1393	14033	4212
1394	4544	4211
1395	24318	4210
1396	9559	4209
1397	4727	4207
1398	9944	4204
1399	2941	4202
1400	15540	4199
1401	36134	4199
1402	2976	4196
1403	3112	4193
1404	270	4192
1405	54313	4185
1406	444	4184
1407	729	4184
1408	3141	4181
1409	2942	4179
1410	6322	4175
1411	16740	4172
1412	2922	4170
1413	5336	4166
1414	12618	4165
1415	6366	4157
1416	6045	4157
1417	11305	4153
1418	3766	4145
1419	12156	4142
1420	3847	4142
1421	7826	4140
1422	490	4139
1423	4127	4138
1424	18373	4131
1425	20790	4130
1426	16660	4126
1427	629	4124
1428	2701	4118
1429	11038	4113
1430	19219	4110
1431	617	4107
1432	9147	4105
1433	5492	4101
1434	5129	4099
1435	6171	4098
1436	31	4097
1437	2757	4096
1438	12071	4095
1439	9235	4094
1440	15202	4093
1441	4092	4091
1442	13036	4089
1443	2102	4085
1444	16583	4077
1445	11245	4077
1446	2804	4073
1447	17006	4066
1448	9735	4064
1449	4667	4063
1450	224	4062
1451	7032	4060
1452	18340	4059
1453	4718	4059
1454	5379	4058
1455	4243	4058
1456	4638	4056
1457	2101	4051
1458	2778	4049
1459	18278	4047
1460	764	4046
1461	13166	4043
1462	4020	4043
1463	9911	4039
1464	1858	4038
1465	13586	4036
1466	7489	4035
1467	20479	4032
1468	14527	4032
1469	28823	4029
1470	8587	4028
1471	45013	4023
1472	10822	4023
1473	16018	4015
1474	286	4012
1475	1398	4010
1476	3770	4009
1477	18989	4007
1478	164	4003
1479	3781	4003
1480	7045	3998
1481	3515	3996
1482	2849	3992
1483	16281	3987
1484	14841	3987
1485	9724	3984
1486	2993	3983
1487	1301	3983
1488	3389	3983
1489	12394	3982
1490	19793	3982
1491	5176	3977
1492	216	3977
1493	16717	3976
1494	6461	3968
1495	4297	3963
1496	36766	3961
1497	3083	3959
1498	2479	3959
1499	1460	3959
1500	8185	3958
1501	7068	3958
1502	7413	3953
1503	20292	3952
1504	2569	3951
1505	9625	3951
1506	16711	3948
1507	11519	3943
1508	16859	3942
1509	28625	3939
1510	9928	3937
1511	13301	3937
1512	258	3935
1513	2754	3935
1514	2972	3933
1515	4778	3933
1516	4275	3931
1517	2427	3931
1518	3890	3927
1519	30366	3926
1520	9498	3926
1521	11470	3921
1522	18356	3921
1523	14526	3918
1524	38997	3914
1525	6156	3910
1526	16837	3905
1527	8800	3903
1528	1477	3902
1529	13037	3899
1530	16425	3897
1531	4220	3896
1532	3012	3893
1533	5327	3890
1534	15026	3889
1535	34535	3887
1536	2811	3883
1537	18365	3882
1538	1588	3882
1539	9860	3879
1540	17408	3879
1541	458	3875
1542	5785	3872
1543	4618	3865
1544	9746	3856
1545	741	3848
1546	9101	3843
1547	4905	3841
1548	9741	3835
1549	10265	3832
1550	9518	3831
1551	12599	3830
1552	18695	3829
1553	14871	3825
1554	178	3821
1555	18851	3815
1556	7989	3815
1557	16920	3811
1558	30565	3808
1559	6288	3807
1560	179	3806
1561	5773	3806
1562	17003	3805
1563	23817	3804
1564	2669	3803
1565	3705	3798
1566	136	3797
1567	8172	3796
1568	2647	3791
1569	2428	3791
1570	20047	3789
1571	3961	3787
1572	24239	3786
1573	2810	3783
1574	10121	3781
1575	9387	3778
1576	5040	3778
1577	28815	3773
1578	9141	3770
1579	15820	3767
1580	3974	3766
1581	14995	3765
1582	23140	3762
1583	19716	3753
1584	27763	3750
1585	12339	3748
1586	8856	3741
1587	15707	3741
1588	5156	3735
1589	27747	3734
1590	51732	3734
1591	7325	3732
1592	26034	3732
1593	7052	3728
1594	11072	3727
1595	39468	3726
1596	12346	3725
1597	16459	3723
1598	6550	3719
1599	10306	3717
1600	16492	3711
1601	30154	3705
1602	6149	3703
1603	40079	3700
1604	26941	3698
1605	7135	3696
1606	15995	3695
1607	9475	3694
1608	2314	3693
1609	2545	3689
1610	14831	3689
1611	2998	3689
1612	33908	3688
1613	56825	3685
1614	6861	3678
1615	10977	3673
1616	9536	3669
1617	19980	3660
1618	7984	3657
1619	40	3655
1620	8923	3655
1621	16294	3652
1622	12452	3651
1623	9874	3649
1624	4629	3643
1625	17817	3643
1626	33952	3636
1627	26712	3636
1628	9293	3630
1629	17352	3628
1630	4192	3623
1631	3045	3620
1632	11054	3619
1633	14816	3617
1634	8764	3613
1635	45314	3613
1636	404	3613
1637	5573	3611
1638	18899	3611
1639	1517	3610
1640	3334	3608
1641	19425	3606
1642	10191	3604
1643	4162	3604
1644	3000	3603
1645	3593	3601
1646	6576	3598
1647	1758	3595
1648	2697	3595
1649	18318	3594
1650	34891	3593
1651	10236	3589
1652	15198	3588
1653	4536	3586
1654	10101	3582
1655	13535	3577
1656	30724	3574
1657	21163	3573
1658	9098	3571
1659	8872	3560
1660	18656	3558
1661	16579	3557
1662	14008	3557
1663	13555	3555
1664	15116	3551
1665	1321	3549
1666	847	3548
1667	13397	3547
1668	23388	3545
1669	412	3543
1670	1508	3538
1671	2664	3538
1672	8617	3537
1673	36386	3537
1674	7306	3536
1675	8263	3536
1676	11097	3531
1677	22811	3530
1678	9957	3530
1679	27749	3529
1680	1522	3527
1681	9560	3527
1682	2916	3526
1683	7301	3526
1684	3265	3525
1685	17544	3521
1686	12984	3521
1687	11556	3521
1688	4486	3518
1689	15479	3518
1690	9772	3517
1691	2979	3516
1692	3854	3512
1693	13774	3508
1694	14141	3507
1695	4044	3506
1696	27188	3505
1697	19440	3501
