artist_id	count
117938	263
23389	263
17708	263
33207	262
14896	262
8686	262
366458	261
65780	261
281433	261
1432	261
2917	261
49899	261
21800	261
37963	261
9822	261
34947	261
28637	260
17497	260
14340	260
132997	259
32692	259
28995	259
1570	259
43491	259
14575	258
14782	258
3919	256
7274	256
40457	256
15012	256
13775	256
10527	255
9480	255
24993	255
52272	255
50880	255
35661	255
15858	255
51139	254
14432	254
13394	254
24907	254
40383	254
65733	253
51619	253
45827	253
17520	253
14395	252
40641	252
14861	252
396	252
82736	251
48998	251
14958	251
109807	250
51836	250
29103	250
12347	249
27152	249
16219	249
34275	248
35613	248
15453	248
23	248
29209	248
26463	247
1886	247
34533	247
14721	247
14126	246
68006	246
216107	246
4049	246
80065	246
23612	245
57995	245
58242	245
50744	245
24812	245
28611	245
39841	245
28428	245
82523	244
41336	244
135347	244
10070	244
15442	244
14574	244
20947	243
35992	243
48441	243
1813	243
103328	243
30912	243
95478	243
17276	243
2081	243
13847	243
16891	242
57181	242
84900	242
38268	242
47673	242
59126	242
26559	241
55275	241
10073	241
13262	241
14217	241
9502	240
46670	240
9918	240
41349	240
58872	240
12012	239
31782	239
52742	239
25512	238
51469	238
48723	238
10528	238
14142	238
100417	238
9398	238
40698	238
21407	238
50946	237
70021	237
58296	237
64544	237
36198	237
72	236
98165	236
10353	236
9962	236
16248	236
51091	236
26028	235
19003	235
52998	235
12711	235
21597	235
15340	234
35383	234
15748	234
18670	234
43105	234
62727	234
35772	234
40699	234
75080	234
64950	234
13445	233
613	233
94224	233
15612	233
611	233
16696	233
183759	233
933052	233
33038	233
8371	233
10360	233
9753	232
9762	232
119234	232
43275	232
33902	232
3901	232
14696	231
857157	231
35959	231
15062	231
40298	231
10696	230
119285	230
148822	230
9185	230
28595	230
34138	230
21111	230
3261	229
16991	229
39396	229
75412	229
29255	229
58558	229
50302	229
41935	229
615	229
51799	229
49016	228
65	228
2497	228
50831	228
13189	227
40200	227
10693	227
3015	227
38612	227
2107	227
53978	227
7888	227
75090	227
29264	227
45650	227
26545	227
69689	227
37968	226
651	226
80497	226
13544	226
7544	226
5407	226
119846	225
15463	225
7685	225
53846	225
15179	225
49898	225
85320	225
19144	224
124005	224
15117	224
3469	224
3858	224
27659	224
76545	224
30729	224
37378	223
19132	223
15237	223
35626	223
34108	223
68498	223
8181	222
27080	222
1636580	222
79127	222
46687	222
35596	222
137460	222
146467	222
2662	222
93518	222
149634	221
97480	221
70333	221
106508	221
21598	221
93759	221
4221	221
11522	221
19956	221
13907	220
17510	220
41226	220
17152	220
66178	220
133300	220
5168	220
44807	220
98254	219
7303	219
57392	219
66154	219
153662	219
42908	219
36191	219
100368	218
61638	218
49133	218
66281	218
4034	218
75088	218
58371	218
73042	218
15936	217
14157	217
68298	217
35976	217
35282	217
10081	217
70915	217
74149	216
16438	216
81132	216
15378	216
13454	216
52980	216
4105	216
21525	216
50888	215
32224	215
48736	215
14112	215
104356	215
45014	215
34415	215
46382	215
15491	215
26175	215
619	215
2961	215
12138	215
16090	214
25150	214
14997	214
10125	214
