artist_id	count
4780	2809
71	2805
3588	2782
5031	2782
2789	2776
13500	2770
5608	2767
2474	2746
4890	2744
9868	2741
3151	2741
69	2732
2673	2731
11266	2721
2863	2710
420	2703
7295	2696
2821	2678
1704	2678
365	2676
52	2670
2729	2664
16268	2658
9477	2656
8852	2638
4005	2634
3027	2619
6270	2617
1459	2602
10523	2595
521	2585
2325	2582
2267	2577
501	2576
1711	2552
473	2537
3653	2533
3091	2532
3078	2527
3013	2518
1312	2511
1804	2506
64	2485
9620	2478
113	2472
15624	2468
2648	2464
11180	2449
9915	2449
9693	2441
6779	2439
1	2438
25	2436
3895	2425
48	2420
155	2411
22976	2398
4692	2395
1990	2388
3730	2387
3721	2379
680	2374
1690	2363
3349	2353
12959	2349
17414	2348
56	2343
3424	2341
1871	2338
2416	2332
5821	2332
2991	2326
9496	2325
8389	2324
515	2313
3821	2312
13317	2309
14082	2305
9550	2294
4006	2291
1825	2289
7904	2289
13697	2285
12616	2284
3327	2278
4134	2276
481	2271
14208	2270
6421	2263
210	2259
4609	2249
9347	2244
4638	2239
5527	2236
709	2233
2943	2232
9625	2226
37	2226
11224	2223
23182	2222
7989	2221
1998	2214
3008	2213
17037	2208
9903	2203
7661	2202
407	2201
9486	2195
2586	2191
3055	2182
4276	2180
20031	2179
3010	2178
2030	2175
40609	2171
10306	2170
2907	2164
16078	2157
507	2153
86	2152
4126	2151
1958	2144
4366	2128
3729	2121
3659	2121
4467	2119
360	2117
2562	2102
275	2094
10287	2094
6230	2091
2716	2090
2214	2085
6014	2074
212	2072
16203	2072
3650	2070
508	2069
14528	2056
2573	2056
3999	2050
1900	2048
3784	2029
6393	2009
6263	2006
19744	2005
697	2003
2731	2002
10112	2001
2355	1995
29246	1992
5045	1991
494	1991
13066	1987
3129	1979
4101	1979
5041	1971
7	1964
16362	1960
3004	1957
6561	1946
3087	1943
2610	1942
22648	1936
20934	1936
7929	1935
29	1934
2846	1929
367	1928
576	1927
3415	1922
2029	1917
18	1913
146	1906
12189	1905
2807	1900
1978	1900
2583	1896
1268	1895
1681	1889
12808	1888
1440	1888
136	1887
3445	1887
4965	1886
1551	1879
36197	1878
4834	1876
4600	1874
15914	1874
7833	1868
28577	1868
2287	1861
3690	1861
2868	1860
493	1859
3916	1858
6136	1857
5945	1855
6795	1854
2362	1852
2209	1844
34583	1841
5378	1839
1535	1832
764	1827
273	1819
15487	1819
3089	1817
40604	1814
5176	1812
9847	1811
7984	1810
2073	1809
6067	1808
8443	1806
8649	1802
4942	1795
13708	1794
4684	1793
6904	1792
3128	1788
391	1788
1366	1785
2588	1785
10183	1783
3311	1780
2111	1776
3254	1774
13228	1774
3599	1767
13197	1767
4752	1764
5211	1763
22	1761
5785	1758
9875	1757
2584	1756
2555	1752
7317	1745
15385	1744
9845	1744
4843	1742
5190	1736
7330	1735
380	1734
67668	1734
9910	1731
2967	1727
7906	1720
4619	1714
765	1714
2112	1712
16269	1711
8804	1700
9683	1699
6861	1699
14480	1694
4313	1692
11056	1692
10140	1688
475	1688
6111	1687
2890	1687
15707	1687
9536	1687
16574	1685
4317	1684
3782	1683
84	1682
6891	1679
194	1678
29177	1677
29089	1673
10522	1673
9720	1669
11	1669
567	1665
1789	1661
4166	1657
811	1654
416	1653
4618	1651
4310	1650
4588	1648
1891	1645
1915	1645
142	1644
2603	1643
8030	1639
16542	1631
9650	1630
2542	1627
9959	1626
8	1622
10554	1621
41694	1621
15075	1618
2638	1618
262	1617
4243	1615
514	1601
3153	1598
467	1587
2922	1584
14726	1582
384	1573
103811	1570
14784	1569
15334	1569
3855	1569
3544	1565
3630	1564
4842	1561
20810	1560
7031	1553
11732	1550
6552	1549
7895	1544
17842	1542
15520	1538
10395	1537
166	1533
15949	1530
8314	1529
11470	1528
2585	1528
2751	1523
15026	1520
16289	1518
8233	1517
8920	1507
30627	1504
4596	1502
4033	1502
28210	1499
2826	1497
16881	1497
9969	1496
10822	1492
67678	1492
3661	1490
5069	1489
17349	1489
4667	1487
3044	1487
115	1486
2874	1485
3312	1477
15053	1474
8775	1472
10704	1465
3711	1465
9039	1460
5571	1459
3573	1459
319	1458
9952	1457
3007	1456
28551	1456
2986	1455
808	1452
3113	1452
1996	1436
277	1430
29203	1426
445	1417
6322	1416
59	1416
1137	1416
15960	1414
6288	1409
3096	1409
16579	1406
9928	1404
3241	1401
6262	1398
6306	1394
1670	1392
8037	1391
10027	1390
32793	1389
2827	1388
27720	1387
10236	1386
16708	1386
1772	1380
9559	1377
46786	1374
5194	1367
5457	1361
1338	1360
243	1359
4170	1353
11249	1349
3149	1347
29513	1346
14783	1345
2837	1343
2557	1342
9873	1341
3629	1340
5129	1340
2656	1338
3920	1335
5818	1333
19267	1329
9512	1325
15906	1321
2954	1320
2942	1318
28442	1317
409	1315
7932	1313
74	1312
15653	1307
1826	1303
3734	1301
5046	1300
1676	1298
2567	1298
7139	1298
383	1296
16293	1296
281	1294
2974	1289
4573	1288
11254	1286
29739	1284
13852	1283
539	1282
2925	1281
11309	1278
214	1277
3670	1275
2968	1272
10724	1269
439	1269
3751	1268
9773	1267
5192	1267
15523	1263
12718	1261
8988	1261
4056	1261
13449	1260
15995	1258
4165	1258
3318	1254
4475	1254
3356	1253
28815	1252
4398	1252
8187	1250
20790	1249
3120	1249
3590	1244
1991	1244
421	1243
23831	1243
9766	1239
178	1237
2767	1233
3909	1233
9498	1231
1858	1231
9615	1230
3131	1230
9483	1229
10072	1228
5903	1227
14305	1226
6047	1225
7301	1223
196	1223
13787	1221
7256	1220
6780	1219
2683	1216
6853	1211
33	1211
4173	1208
4696	1208
6766	1208
10338	1207
4275	1207
27848	1206
7907	1204
740	1203
10398	1201
24347	1201
9313	1200
16859	1199
16490	1198
2613	1195
6776	1194
131	1194
29535	1194
9832	1194
12963	1194
51732	1194
2822	1193
10024	1192
5174	1192
7663	1190
1805	1189
3636	1189
11759	1187
2771	1187
2592	1185
10611	1183
4093	1181
8597	1180
3792	1179
15538	1177
16061	1177
7826	1176
3912	1175
1774	1175
14138	1175
742	1174
1718	1174
2554	1174
17443	1173
19792	1165
48789	1165
231	1163
8442	1162
16300	1161
40620	1161
5697	1160
16281	1159
13231	1159
22637	1156
2235	1155
19067	1155
17148	1150
9804	1150
3715	1149
35759	1149
20216	1148
24239	1145
179	1145
1317	1144
3974	1144
21155	1141
2072	1141
2828	1140
11281	1138
2913	1138
39308	1136
2390	1136
13075	1136
2556	1135
147	1134
188	1132
4227	1132
223	1131
316	1131
2754	1130
149	1127
10294	1124
15820	1124
24318	1122
16097	1122
6550	1122
40947	1120
18356	1116
16682	1116
9772	1116
4122	1113
6461	1111
7487	1109
20318	1109
5569	1108
7403	1107
436	1106
13556	1103
27847	1103
247	1101
4106	1097
4010	1097
729	1096
2443	1094
1682	1093
509	1092
2689	1090
211	1090
1795	1088
33908	1087
5700	1085
15830	1085
16752	1081
11760	1079
16586	1078
1453	1077
236	1074
16525	1073
14073	1069
48375	1067
14088	1061
3705	1059
596	1057
5616	1057
19780	1056
5749	1055
3716	1054
15642	1053
3961	1053
558	1051
13874	1050
14008	1049
679	1048
8263	1046
34028	1046
207	1044
52909	1044
631	1043
6546	1043
973	1039
75	1039
14427	1038
49	1036
9159	1035
2811	1032
3893	1031
278	1030
9387	1029
9511	1027
620	1026
14141	1024
13225	1024
2778	1024
5778	1022
18857	1022
489	1018
285	1018
517	1017
5986	1017
4181	1017
16452	1016
9699	1014
3103	1014
14816	1012
7488	1011
7988	1008
16425	1003
3935	1001
29204	1000
15903	999
18224	998
801	997
4607	997
2026	996
2426	995
4636	993
2674	992
282	992
26209	991
9582	991
16426	991
15557	989
9660	988
25430	987
27748	987
13287	986
4676	986
2993	986
9487	986
20432	984
2983	984
57442	984
551	982
429	981
11179	981
15910	980
3864	979
3938	979
12	977
9787	976
4941	976
4639	975
15437	974
35433	974
9911	972
16671	971
2785	971
2701	970
794	969
4979	965
16256	964
4047	963
18175	961
6881	961
250	958
3057	958
4092	958
4570	958
1421	957
16352	957
4455	957
11325	957
5476	957
18227	955
400	954
2788	952
8362	951
7900	951
14806	950
4114	950
12151	950
8136	949
18340	947
39468	947
314	947
7333	946
609	944
57318	942
6183	941
23553	941
2301	940
4727	940
13301	939
35650	939
5356	939
1046	936
3263	936
2804	936
16498	934
4760	934
2616	932
48380	932
28314	930
19	930
3943	930
3806	924
89	924
10599	923
1674	922
450	922
18555	921
3770	921
263	921
5009	920
57315	919
36	918
1792	917
8879	916
28625	913
3886	913
10539	912
95	910
6286	910
3850	910
13745	909
20479	908
4031	908
369	904
16837	903
4169	902
48591	902
2926	902
13757	902
5121	901
2545	900
3722	900
6999	899
5573	899
4487	898
3268	897
5336	897
3012	897
13042	897
7306	897
11079	896
127	896
14823	895
6277	895
5701	894
336	893
304	893
7998	892
25094	892
4720	891
10525	891
18365	890
220	889
26030	888
13194	886
52302	886
22716	885
1890	885
34170	884
4162	884
19294	883
9478	883
557	882
95154	881
29122	881
4273	881
3717	880
1625	879
3387	879
10310	877
28849	877
585	877
6868	875
2520	873
5756	872
16825	872
55578	871
4569	871
3520	870
4307	870
8035	869
8596	869
2574	867
3000	867
3524	866
4391	866
208	866
6278	865
16659	863
43624	863
5574	862
17095	862
68334	861
7927	860
711	859
16295	857
16398	857
17102	856
16776	856
4168	855
6371	855
9537	854
2093	853
27533	852
1082	852
6822	852
7638	851
120	850
18036	850
627	849
7165	849
9588	848
3515	848
2517	848
3118	848
15650	847
2428	846
3896	845
28890	843
18521	843
13309	843
8139	843
37829	841
4649	838
15924	837
2294	837
15522	837
5719	836
23478	836
18989	836
18816	836
36766	835
9944	835
6171	834
11666	834
4532	834
2084	833
16678	831
15409	831
10094	830
16740	828
5643	828
53947	828
3767	827
19730	827
7326	827
15623	826
8530	824
66	824
5884	823
2691	822
4718	821
7337	821
2658	821
16800	820
2950	816
3940	816
8890	816
19648	816
32216	815
8358	813
1769	813
23912	813
5327	811
2101	811
3712	811
7492	809
221	809
10515	809
15154	808
3304	808
16459	808
27869	807
12982	807
35597	806
11237	806
1511	806
8891	806
9481	805
15904	805
7276	803
9442	802
4127	800
9064	800
6799	800
587	796
6399	795
4399	795
50552	794
4748	793
17289	793
11285	793
39748	791
2979	790
23140	790
69635	789
9548	789
6844	789
224	788
18991	788
1532	787
7838	787
5300	787
6144	786
3156	786
5860	785
2992	784
7307	783
16556	783
48678	783
22804	783
13099	783
7339	782
35475	782
16447	782
5920	781
11057	780
32559	779
1702	779
9724	778
15712	777
16823	774
152	774
15936	774
2872335	773
16258	772
14834	772
6100	770
27243	770
1324	769
16775	768
51	765
17316	765
15881	764
2757	763
495	763
5465	762
8853	762
5212	761
710	761
2905	760
14770	759
18280	759
4586	757
10402	757
4242	757
11556	757
3741	757
412	756
6398	756
6379	756
4730	756
9540	755
13585	755
7252	754
3822	753
4202	752
1074	751
16404	751
16798	751
502	750
4125	750
5590	750
9178	749
7499	749
4316	749
2994	748
1144	747
26719	747
2094	746
19955	746
4474	746
2833	745
4536	745
2587	745
40619	744
4959	743
15654	743
38573	742
2322	739
16575	739
334	739
10592	738
15578	737
6941	737
8617	737
5349	735
5177	735
3316	735
20096	734
741	734
33971	733
7042	733
4309	731
29231	731
2569	731
5154	731
28943	730
15543	730
13535	728
24292	726
1767	725
9488	725
4546	725
9516	723
550	723
11305	723
17344	723
2878	722
13606	722
3086	722
24866	721
17544	721
8889	720
9933	720
22963	719
6385	718
10324	718
10158	718
22803	717
9643	716
9603	716
203	716
16062	715
11777	715
23461	714
9803	714
804	714
22725	714
18273	713
9473	713
15749	713
40662	711
1335	710
276	708
9997	708
19954	707
792	706
22939	706
12966	706
4459	706
7068	706
18278	705
4111	705
22404	704
28906	704
14252	704
5720	704
839	703
20399	703
19794	703
2763	703
5090	702
10537	702
2476	702
6290	701
2694	701
4220	700
9682	700
40631	699
14423	699
10101	699
699	698
10000	698
7933	698
10017	698
35685	697
16494	697
2952	696
92	695
14718	695
13624	695
17109	694
16018	694
16898	694
26548	694
7332	693
3973	692
15235	692
18896	692
27750	692
2705	692
2000	692
4544	691
987	691
29341	690
26983	690
2706	690
20	689
4554	689
19538	689
10160	688
49657	688
6576	687
57336	687
46647	687
18220	686
2866	686
6426	686
3199	686
7334	686
3075	686
2796	685
4363	685
1423	685
16197	685
29140	684
13239	684
7248	684
354	683
2553	683
6249	683
73269	682
15155	682
10031	682
6545	682
19889	682
22603	681
10179	680
14154	679
6803	679
3370	679
244	679
1999	678
11472	678
9474	678
59718	678
1706	678
7108	678
33952	677
2479	677
30180	677
9938	676
6108	673
16663	670
70035	669
4161	668
16184	668
15002	667
1325	667
5040	667
17227	666
6266	665
23273	664
1607	664
419	663
6149	663
52546	662
16619	659
476	658
20097	658
3827	658
2637	658
18485	658
5284	657
2508	656
6932	656
34032	656
19716	655
24865	655
9200	655
4023	655
8185	655
3513	653
110	653
2253	653
6256	653
2139	653
18710	652
8528	652
9826	651
51423	651
3766	650
18515	650
375	650
6847	650
7662	650
7804	650
48693	649
13286	649
9814	648
4605	648
5851	647
63162	646
3336	646
10550	646
2566	645
3668	644
18583	644
35963	641
11054	641
629	640
7696	640
5383	639
40725	638
4732	638
12163	638
36056	637
15649	637
5617	636
2227	636
4581	635
18818	635
678	634
15104	632
19805	632
10562	631
5604	630
9518	630
16324	628
10097	628
200	627
35761	627
18780	626
29137	626
7328	626
15770	626
5717	626
2997	625
15637	625
1779	625
7935	625
11611	625
34070	625
5709	624
60352	624
17128	623
35683	623
23388	623
5267	622
10475	622
3565	622
8029	622
8531	621
327	621
474	621
20895	620
7460	620
8364	619
432	618
1437	618
8587	618
5642	618
617	618
1385	617
38	617
22713	617
1582	617
5899	617
579	616
29399	616
19645	616
3687	615
9688	614
3739	614
5307	613
1483	613
9789	613
89614	612
3101	612
11776	612
17002	611
15730	611
4889	610
42271	610
11239	609
9569	609
6940	608
9741	607
12436	607
40102	606
5519	606
25521	606
4397	606
216	605
8773	604
4985	604
11109	603
10134	602
35767	602
361	602
3665	602
68076	602
97	602
4020	602
2505	601
366	601
15098	601
12979	601
2871	600
18386	600
19909	600
8186	598
44842	598
2810	598
10974	598
1315	597
766	597
28045	597
26747	597
9735	596
217	596
15065	596
48503	595
2454	595
5613	595
34447	594
5698	594
15483	594
15571	594
21576	594
22975	594
35746	594
4629	593
28973	593
23191	593
701043	592
177	592
13347	591
15716	590
13037	590
16860	590
16524	589
4898	589
62	588
45489	588
24888	588
3146	588
17653	587
2927	587
9507	587
3897	585
1756	585
6673	585
789	584
14745	583
4721	582
16717	582
3147	582
9760	582
7245	582
989	581
2980	581
15146	579
5815	578
4084	578
9990	578
10265	577
7563	577
169	576
9860	576
27458	575
2852	574
2808	574
2100	573
54091	573
36230	573
4943	572
2427	572
9690	571
15326	571
16201	569
36386	569
13868	569
2113	568
14277	567
6152	567
111	567
13342	567
9535	567
10526	566
49060	566
14129	565
18271	565
430	564
9638	564
33614	564
18947	564
28743	564
16707	563
6320	563
5127	563
10363	563
18616	562
5611	562
40856	561
4311	561
10169	561
7291	560
81466	560
18792	560
1327	559
13867	558
9523	558
3997	558
3088	557
26713	556
15608	555
6040	555
3418	555
5282	555
13397	554
3518	554
7598	554
4121	553
637	553
22162	553
33525	552
5718	552
444	552
12984	552
164	551
17006	551
16075	551
4584	551
4621	551
286	550
28818	550
2787	550
800	550
11521	550
40045	549
2998	549
198	549
41588	549
56825	548
16340	548
8132	548
7395	547
28592	547
5128	547
1354	547
18815	547
28604	546
1502	545
18909	545
2697	543
29104	542
306	542
22515	542
3885	542
17455	542
35478	541
4556	541
21	541
4286	540
229	540
29069	540
23865	540
10793	540
20427	540
1318	539
28889	539
45913	539
10711	539
13349	538
36113	538
10356	538
27638	537
10582	537
42524	536
174	536
16219	536
16421	535
28945	535
43129	535
13036	535
15884	534
7899	534
28572	534
72447	534
29101	533
5102	533
40191	533
2481	532
124911	532
3434	532
747550	532
19893	532
4923	531
9162	531
20772	530
21535	530
18794	530
26997	530
22689	529
17517	529
9621	528
29151	527
14533	527
4213	527
10792	527
4687	527
7325	527
1673	526
10076	526
8010	526
15895	526
7581	525
7792	525
9986	524
107990	524
20292	524
7959	523
9916	523
5773	523
372	523
23828	522
1969	522
32553	521
6319	521
64895	519
35700	519
4809	519
3144	519
36143	518
36447	518
10089	518
14657	517
57389	517
790	517
180	517
3673	516
70540	516
16777	516
19098	515
78560	515
597	515
3672	515
27155	515
3514	514
51645	514
6554	513
16474	513
10121	513
101246	513
18032	513
9632	512
1425	512
15494	512
1521	512
10161	511
3038	511
2425	511
14871	510
11242	510
16328	509
16473	509
52171	508
7158	508
7107	508
30724	508
44311	508
6604	508
10131	508
32178	507
7886	507
2498	506
3812	506
52587	506
4501	506
11600	505
16156	504
40099	504
13638	503
88171	503
3357	502
4308	501
20791	501
29079	501
8639	501
9918	500
34891	500
22851	500
29147	500
72325	500
256	500
45090	499
4177	498
26341	498
14792	498
18373	498
18341	498
4205	498
29205	497
7644	497
47370	497
2836	496
7323	496
2987	496
12178	496
57419	495
20169	495
10191	495
9618	495
3888	494
32736	494
13616	494
15891	494
27768	493
17026	493
3037	493
2085	493
3733	493
3076	492
18957	492
1130	492
2755	492
15917	492
25197	492
15923	492
26636	491
13339	491
1331	491
990	491
3835	490
28666	490
2258	490
22923	489
22183	489
14527	489
13596	489
48768	488
3772	488
9567	488
9852	488
34108	486
14628	486
3334	486
23229	486
2654	486
17854	486
15607	486
29227	485
8919	485
9948	485
32665	484
46686	484
40628	484
8613	484
7582	484
70506	484
18519	483
14614	483
36323	483
13505	482
42074	482
23643	481
29169	481
19239	481
4096	481
7643	480
16492	480
3523	480
6350	480
17003	480
5514	478
11072	478
10135	478
18248	476
15015	476
8138	476
4136	476
44199	476
7809	475
4648	475
5414	475
10977	475
16443	475
42795	474
7910	474
53303	474
16176	474
10	473
9334	473
13555	472
7336	472
9028	471
16214	471
9601	470
53244	470
13522	470
6261	470
10062	470
15438	470
18225	470
489478	469
30138	469
2887	469
8740	469
52194	469
6373	468
21232	468
18987	468
12326	467
14609	466
34186	466
13062	466
15811	466
5757	465
18472	465
5745	465
21248	465
122	464
4771	464
3840	464
10093	464
18639	464
40755	464
33915	464
12207	464
20507	463
41027	463
19092	463
9494	463
3517	463
28776	462
15000	462
40603	462
19022	461
5126	461
8047	461
14289	461
16244	460
7304	460
13336	459
8605	459
1321	459
19440	459
4187	458
34175	458
6374	458
10589	458
23520	458
4164	458
4728	458
11059	458
30001	457
6251	457
28905	457
22288	456
16287	456
15893	456
2933	455
7250	455
4564	454
28888	454
2981	453
20281	453
4862	453
5520	452
28116	452
22835	452
9692	452
1462	452
15776	451
5852	451
51514	451
3319	451
18576	450
2832	450
5633	450
9764	450
34	450
13789	449
29088	449
14242	449
6352	449
52232	449
19425	449
197	449
40244	449
11565	448
27769	448
17586	448
73054	447
19373	447
7396	447
7300	446
1084	446
76615	446
15594	446
5782	446
22840	446
3416	445
69904	445
27835	445
5330	445
14213	445
7556	445
5153	445
2976	444
26667	444
13310	443
55588	443
15236	443
18389	443
12419	442
8122	442
56850	442
10464	442
6104	442
14554	441
2571	441
13750	441
14438	440
2356	440
7338	440
3562	440
10401	439
7035	439
16297	439
35710	439
41191	438
4864	438
32703	438
30822	438
91271	438
12346	437
46719	437
15480	436
28852	436
18339	436
770	436
4905	436
22932	435
11023	435
14900	435
20093	435
9743	434
6122	434
26160	434
2	434
13613	434
8025	434
23842	433
85752	433
7953	433
36225	433
22962	433
33977	433
14995	432
2646	432
22402	432
7243	432
22488	431
9503	431
1513	431
1460	430
537	430
53835	429
23779	429
41435	429
11756	428
5305	428
16771	428
5981	428
13453	427
16135	427
51957	427
3933	427
17073	427
52372	427
1946	427
2999	427
16045	426
5344	426
9605	426
6244	426
19199	425
2664	425
2086	424
2955	424
307	424
18030	424
4872	423
3122	423
292	422
6349	422
6220	422
3747	422
7272	422
7308	421
35592	421
4364	420
9671	420
7586	420
5499	420
39307	419
16255	418
29070	418
692	418
258	418
16858	418
15425	417
12418	417
4659	417
53054	416
5397	416
22432	416
1508	415
7331	415
18168	415
27153	415
42641	415
13238	415
39755	414
15728	414
2662	414
3993	414
4579	414
44922	414
797	414
27972	414
5492	413
7450	413
11510	413
10033	413
5209	412
5891	412
15542	412
458	412
86063	412
659	411
10687	411
6157	411
81130	411
27763	410
8170	410
27577	410
15248	410
48692	410
16305	409
19894	409
28823	409
22841	409
13962	408
16920	408
16401	408
5833	408
18899	408
2917	407
7411	407
18159	407
422	407
40613	407
42835	407
16267	407
3689	406
6282	406
16067	406
9706	406
4665	406
8501	405
19779	405
3881	405
11810	405
4757	404
55469	404
27868	404
27294	403
16153	403
15101	402
57228	402
3894	402
9475	402
16350	402
15527	402
51743	401
10524	401
27062	401
18387	401
30059	401
2173	400
26326	400
20774	400
21718	400
36763	400
42434	400
9380	400
4100	399
19201	399
15050	399
17171	399
2645	398
48427	398
52591	398
5596	398
8281	398
6819	398
9935	397
46747	397
37650	397
18318	397
21005	397
27238	397
7985	397
88586	397
20173	396
513	396
4486	396
23703	396
2591	395
805	395
9874	395
16756	395
16655	394
8363	394
2066	394
10399	394
3335	393
677	393
836	393
82323	393
8137	393
3105	393
9859	393
35623	393
7909	393
7074	392
6334	392
19191	392
36149	392
29019	392
100929	392
27113	392
29605	392
7583	392
8725	392
15969	391
5810	391
53258	391
13364	391
48215	391
18054	390
22682	390
18553	390
9546	390
3577	390
9703	390
18683	389
30	389
16022	389
5630	389
349	389
4087	389
16039	388
2818	388
40079	388
29245	388
2670	388
16088	388
29404	388
2835	388
20107	388
17407	387
9877	387
2151	387
16172	387
979	387
19617	387
38536	387
2500	387
35748	387
91338	386
119265	386
19653	386
4009	386
13212	386
6560	386
74581	386
8999	386
270	386
27483	385
3376	385
8033	385
11084	385
14932	385
8017	385
57319	385
15841	384
65403	384
49718	384
10987	384
41971	384
4778	384
9695	384
2506	384
40910	383
17030	383
14562	383
8850	383
64896	383
1522	382
9672	382
15076	382
5343	381
17285	381
13234	381
15686	381
10566	381
34228	381
91225	381
13824	380
16632	380
14724	380
42830	380
2041	380
7270	380
28266	380
42224	380
11008	379
13741	379
13863	379
39439	378
15479	378
49735	378
29121	378
15198	378
40611	377
41086	377
20030	377
2575	377
3110	377
12296	377
71007	377
1221	376
11276	376
16555	376
10044	376
109858	375
22839	375
9851	375
15352	375
19208	375
34281	375
3921	375
19490	375
52741	375
46089	375
15985	374
651	374
9340	374
48784	374
1570	374
34320	374
29108	374
10154	373
2568	373
29034	373
20034	373
162	373
7901	373
9292	373
5684	373
4085	373
79127	373
456	373
40672	373
28168	372
7472	372
6195	372
303	371
3660	371
40645	370
3900	370
19714	370
23604	370
18704	370
37768	370
3939	370
10336	369
6346	369
4058	369
39707	369
206	369
16288	369
4133	369
11744	369
8034	369
332	369
7471	369
39696	369
14128	368
46653	368
36376	368
33145	368
27941	368
708	368
17121	368
10874	367
15085	367
10494	367
43486	367
181	367
184	367
3390	367
645	366
8013	366
6788	366
7100	366
16946	366
22955	366
4845	366
4577	366
25171	365
17225	365
15968	365
14769	365
22434	365
64966	365
3870	365
20441	365
3847	365
2961	364
15474	364
20029	364
1525	364
32175	363
16465	363
4801	363
39052	363
6045	363
11287	362
69415	362
11135	362
13720	362
65256	362
42914	362
9577	362
16107	362
9810	361
51836	361
15902	361
15217	360
9430	360
757	360
28187	360
65545	360
6408	360
48478	359
86119	359
17756	359
39096	359
2200	359
23152	359
26331	359
16123	358
22389	358
1588	358
14432	358
2714	358
14565	358
18507	358
10877	358
13331	358
5257	357
13586	357
6023	357
213	357
26725	357
3522	357
9549	357
2560	357
10081	357
7335	357
2222	357
9492	357
11492	356
3692	356
18222	356
91497	356
6020	356
10360	356
6335	356
75679	356
40002	356
11083	356
65777	356
6273	356
22669	355
3106	355
1355	355
2779	355
16691	355
4904	355
7014	355
60	355
13667	354
58	354
55241	354
2102	354
5250	354
10096	354
1897	354
36389	354
8923	354
14217	353
7983	353
16033	353
19585	353
9574	353
53050	353
23057	353
5473	353
9479	352
20195	352
140441	351
12085	351
18488	351
30629	351
4119	351
7599	351
25473	351
42426	351
27188	351
14664	351
13230	351
2816	351
4159	350
28796	350
23440	350
1439	350
19063	350
16326	349
23915	349
27827	349
2996	349
16689	349
8538	348
18086	348
39885	348
2914	348
26707	348
3143	348
4464	348
4078	348
695	348
12479	348
1994	348
8583	348
14795	348
6784	347
26037	347
40200	347
30787	347
7908	347
15692	347
3141	347
18221	347
2784	346
9560	346
28733	346
7938	346
6961	346
39288	346
4826	346
98	346
